11646,-0.000976,0.068847,0.707519,16.702,-23.908,-15.206
11647,-0.112304,0.173828,0.620605,17.274,-19.137,-19.931
11648,0.512695,-1.065429,0.78955,18.305,-11.198,-16.396
11649,-0.081054,0.026855,0.57373,13.664,-9.511,-11.366
11650,0.0625,-0.029785,0.634765,8.045,-1.152,-17.755
11651,-0.106445,0.220703,0.489257,-0.267,-4.381,-22.58
11652,0.191894,-0.135742,1.083984,-21.778,-0.778,-19.167
11653,-0.08496,0.232421,0.424316,-35.282,3.496,-17.32
11654,0.104003,0.142578,0.953125,-64.893,6.007,-11.206
11655,0.053222,0.0708,0.615722,-65.664,12.442,-17.961
11656,-0.094726,0.382812,0.666015,-91.213,2.419,-12.099
11657,0.034179,0.124511,0.65625,-97.427,11.641,-24.022
11658,-0.1333,0.555175,0.613769,-108.87,10.862,-15.03
11659,0.15039,-0.357421,0.795898,-124.229,13.335,-19.923
11660,-0.08496,0.403808,0.315917,-128.404,12.007,-12.244
11661,0.13623,-0.047851,0.619628,-136.244,6.839,-13.694
11662,0.050781,0.1875,0.51123,-136.297,11.809,-12.549
11663,0.027343,0.24121,0.646484,-136.725,8.297,-4.564
11664,0.111816,-0.016601,0.605957,-126.244,8.305,-14.236
11665,-0.07666,0.111816,0.398925,-125.503,7.374,-8.221
11666,0.043457,0.131835,0.484863,-120.312,6.664,-0.824
11667,-0.086914,0.064941,0.45166,-117.374,10.328,-7.236
11668,-0.082519,0.3125,0.392089,-116.198,-2.419,-2.694
11669,-0.022949,0.180664,0.495605,-114.015,6.946,-11.801
11670,0.021484,0.16748,0.640625,-115.931,0.648,-7.511
11671,0.208007,0.224609,0.926757,-113.312,11.381,-7.465
11672,-0.068847,0.134277,0.672851,-110.534,14.503,-13.633
11673,0.228027,0.798828,1.397461,-98.114,17.687,-6.824
11674,-0.106445,0.28125,0.652832,-90.473,12.068,-12.274
11675,0.049804,0.196777,0.819335,-78.946,11.648,-9.908
11676,-0.114257,0.074707,0.440429,-75.618,24.381,-18.244
11677,0.197265,0.267089,1.1958,-68.343,21.725,-10.503
11678,-0.17041,0.244628,0.585937,-54.083,21.458,-11.832
11679,0.14746,0.171875,0.911621,-67.992,14.61,-6.106
11680,0.01416,0.217773,0.90039,-63.412,13.9,-3.633
11681,-0.0708,0.216308,0.762207,-71.022,17.618,-8.709
11682,0.002929,0.080078,1.094726,-69.366,15.114,2.229
11683,0.008789,0.14746,1.078125,-67.656,12.129,-4.167
11684,0.001953,0.045898,1.104003,-72.007,12.709,-4.442
11685,-0.074707,0.427246,1.053711,-58.152,17.938,-4.03
11686,0.051757,0.190917,1.094726,-67.809,7.122,-4.58
11687,0.013183,0.043945,1.115722,-49.893,14.282,-0.305
11688,-0.052734,0.091796,0.838378,-51.885,4.389,0.29
11689,0.157714,-0.211914,1.144043,-45.48,7.755,6.251
11690,-0.133789,0.173828,0.636718,-29.961,1.977,4.48
11691,0.156738,-0.145507,1.178222,-45.503,-5.068,4.068
11692,-0.409667,-0.540039,1.600097,-34.076,13.145,13.251
11693,0.288574,0.317871,1.552246,-14.29,-0.473,1.694
11694,-0.154296,-0.163574,1.461914,-3.793,7.671,0.297
11695,-0.054199,0.171386,1.010253,0.778,7.732,1.969
11696,0.330566,-0.27832,1.414062,-12.267,1.603,7.061
11697,-0.234375,-0.112304,1.124511,-6.702,3.45,2.206
11698,-0.162109,-0.233398,1.359863,-14.312,4.335,0.984
11699,0.056152,0.283203,1.334961,6.114,9.717,3.786
11700,-0.042968,-0.16455,1.256836,3.274,11.702,-0.16
11701,-0.046875,-0.341308,1.367187,3.106,12.832,2.488
11702,-0.007324,-0.125,1.331054,0.45,5.083,7.854
11703,0.079589,-0.444335,1.416992,-6.03,4.465,0.32
11704,-0.291015,0.344238,1.266601,3.015,10.29,5.274
11705,-0.034667,-0.341308,1.431152,0.511,7.229,2.587
11706,0.067871,-0.450195,1.393066,7.587,7.893,5.946
11707,-0.221191,-0.131835,1.386718,8.305,8.045,4.687
11708,-0.01416,-0.326171,1.474609,9.19,8.328,7.381
11709,-0.078125,-0.35498,1.300781,6.702,9.274,7.709
11710,0.0083,-0.520507,1.307128,-0.435,5.267,2.106
11711,-0.062011,0.185546,1.823242,2.16,15.641,10.488
11712,-0.161621,-0.588867,1.233398,1.74,10.755,7.091
11713,0.027832,-0.55957,1.222168,1.343,1.725,18.244
11714,-0.128417,-0.363769,1.24414,7.519,2.832,13.404
11715,-0.086425,-0.43164,1.548339,7.534,3.068,11.213
11716,-0.144531,-0.52246,1.258789,19.175,1.007,14.312
11717,0.012695,-0.808593,1.143066,6.351,-6.183,7.816
11718,-0.024414,-0.492187,1.833984,17.931,7.847,21.328
11719,-0.08496,-0.624023,0.987304,29.778,0.236,9.824
11720,-0.039062,-0.659179,1.4458,21.053,-0.015,16.832
11721,-0.066894,-0.456054,1.457031,36.45,10.732,15.412
11722,-0.010253,-0.863769,1.100097,33.656,-10.465,9.587
11723,-0.118164,-0.453613,1.389648,45.282,2.564,11.427
11724,-0.013671,-0.77539,1.063476,46.099,-5.45,4.068
11725,-0.291992,-0.124023,1.665039,64.603,0.938,13.16
11726,-0.247558,-0.685546,0.954589,74.48,-3.129,7.564
