2814,-0.279296,-0.179199,1.928222,-3.19,-0.832,-4.183
2815,-0.048339,-0.208007,1.086914,10.465,-5.992,-9.007
2816,-0.048828,0.333496,1.359375,-0.083,-5.61,-5.412
2817,-0.25,-0.358886,1.075195,4.664,-4.671,-22.129
2818,0.018554,-0.190429,1.463378,-0.145,-9.778,-13.145
2819,0.075195,0.033691,1.548828,8,-3.412,-15.763
2820,-0.020996,-0.051757,1.435546,0.427,-10.328,-5
2821,-0.120605,0.167968,1.255859,4.946,-8.16,-7.557
2822,-0.23291,-0.069335,1.120117,1.992,-7.9,-3.16
2823,-0.133789,0.096191,1.054687,0.213,-7.396,2.129
2824,-0.106445,-0.166503,1.170898,0.396,-5.732,-7.137
2825,-0.156738,0.061523,1.396972,-3.022,3.061,-4.877
2826,-0.050292,0.117187,1.446289,9.717,0.618,-8.984
2827,-0.192871,0.141113,1.254882,11.053,-1.648,-10.061
2828,-0.191406,0.113281,1.008789,20.175,-2.725,-6.541
2829,-0.159667,0.086425,1.202148,41.984,0.48,-12.251
2830,-0.124511,-0.080078,1.012695,63.396,1.038,-11.862
2831,0.978515,-0.414062,1.152343,68.9,-29.213,-10.038
2832,-0.182128,0.829589,-0.058105,18.503,-54.938,-3.969
2833,0.150878,-0.192871,1.658691,29.656,6.687,12.755
2834,-0.061523,0.144042,0.358886,88.961,27.16,-7.137
2835,0.023437,0.271484,1.421875,59.801,-53.885,12.053
2836,-0.065917,-0.057617,1.088378,81.694,-26.534,0.587
2837,-0.19873,0.298828,0.454589,72.396,-11.641,0.511
2838,0.142089,0.392089,1.179687,96.58,-5.435,0.473
2839,-0.020996,0.161132,0.809082,90.068,-30.213,5.519
2840,0.075683,0.037109,0.80957,99.297,-18.458,11.87
2841,0.022949,0.105957,0.608398,100.458,-5.061,9.641
2842,0.041503,0.090332,0.668457,107.618,-30.908,24.58
2843,0.016601,0.323242,0.52832,125.564,-14.885,0.412
2844,0.050781,0.186523,0.722168,143.099,-21.473,19.381
2845,0.007812,0.273437,0.677734,142.984,-22.419,17.442
2846,-0.061523,0.0708,0.502929,143.618,-17.007,16.183
2847,0.080078,0.19873,0.601074,150.709,-15.87,15.129
2848,-0.072265,0.036621,0.483398,140.618,-17.236,16.442
2849,0.097167,0.203613,0.69873,148.114,-10.061,14.877
2850,0.04248,0.244628,0.544921,144.221,-10.442,11
2851,0.097167,0.425781,0.630859,141.496,-12.541,19.557
2852,0.015625,0.124023,0.510742,140.099,-10.557,16.412
2853,0.02832,0.369628,0.505371,129.755,-6.824,22.854
2854,0.09375,0.135253,0.489746,130.748,-6.061,11.358
2855,0.020996,0.002929,0.466308,123.595,-1.809,16.549
2856,0.021484,0.198242,0.463378,118.694,-6.526,9.946
2857,0.02832,0.113769,0.462402,116.267,-5.16,12.541
2858,0.019042,0.193359,0.548828,108.854,-0.083,10.954
2859,-0.013183,-0.034667,0.433593,106.557,-3.122,13.854
2860,-0.039062,0.397949,0.629394,92.19,-2.167,12.938
2861,0.081542,-0.088378,0.752441,92.114,2.755,11.221
2862,-0.031738,0.281738,0.343261,82.435,-7.19,20.862
2863,0.098144,-0.101562,0.594238,78.236,2.717,15.297
2864,0.078125,-0.172851,0.237304,82.45,-6.099,18.641
2865,0.143554,-0.017578,0.788574,61.419,1.541,11.87
2866,0.022949,-0.042968,0.645019,66.251,0.587,8.77
2867,-0.091308,0.124023,0.602539,51.007,1.091,6.007
2868,0.047363,-0.321289,0.668457,59.458,8.732,5.938
2869,-0.020019,0.177246,0.739257,41.007,1.61,10.694
2870,-0.033203,-0.131347,0.764648,37.748,12.053,8.32
2871,-0.084472,0.049316,0.430664,33.366,2.641,10.175
2872,0.071289,-0.148437,1.0083,14.572,13.816,9.702
2873,-0.002929,-0.149414,0.676269,20.328,7.648,10.595
2874,0.02832,-0.017089,0.742187,-2.251,6.167,6.129
2875,0.020019,-0.09375,0.893066,-4.259,16.274,1.32
2876,-0.081542,0.081054,0.807128,-17.541,6.259,0.633
2877,0.057128,-0.191894,1.138183,-23.549,17.969,-1.221
2878,-0.026855,-0.023437,0.66748,-32.465,5.305,0.961
2879,0.075683,-0.177734,1.325195,-49.045,18.709,-2.053
2880,-0.175292,-0.242675,0.359375,-52.511,12.244,0.198
2881,-0.000976,-0.152343,1.117187,-75.312,16.977,-0.755
2882,-0.003417,-0.144042,0.982421,-63.977,14.259,2.053
2883,-0.01416,-0.034179,1.021972,-79.595,8.267,0.045
2884,-0.111816,-0.353027,1.01123,-69.351,19.541,-3.465
2885,-0.040039,-0.054199,1.069336,-69.152,7.419,1.267
